year_film,year_ceremony,ceremony,category,name,film,winner
1927,1928,1,ACTOR,Richard Barthelmess,The Noose,FALSE
1927,1928,1,ACTOR,Emil Jannings,The Last Command,TRUE
1927,1928,1,ACTRESS,Louise Dresser,A Ship Comes In,FALSE
1927,1928,1,ACTRESS,Janet Gaynor,7th Heaven,TRUE
1927,1928,1,ACTRESS,Gloria Swanson,Sadie Thompson,FALSE
1927,1928,1,ART DIRECTION,Rochus Gliese,Sunrise,FALSE
1927,1928,1,ART DIRECTION,William Cameron Menzies,The Dove;,TRUE
1927,1928,1,ART DIRECTION,Harry Oliver,7th Heaven,FALSE
1927,1928,1,CINEMATOGRAPHY,George Barnes,The Devil Dancer;,FALSE
1927,1928,1,CINEMATOGRAPHY,Charles Rosher,Sunrise,TRUE
1927,1928,1,CINEMATOGRAPHY,Karl Struss,Sunrise,TRUE
1927,1928,1,DIRECTING (Comedy Picture),Lewis Milestone,Two Arabian Knights,TRUE
1927,1928,1,DIRECTING (Comedy Picture),Ted Wilde,Speedy,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),Frank Borzage,7th Heaven,TRUE
1927,1928,1,DIRECTING (Dramatic Picture),Herbert Brenon,Sorrell and Son,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),King Vidor,The Crowd,FALSE
1927,1928,1,ENGINEERING EFFECTS,Ralph Hammeras,,FALSE
1927,1928,1,ENGINEERING EFFECTS,Roy Pomeroy,Wings,TRUE
1927,1928,1,ENGINEERING EFFECTS,Nugent Slaughter,,FALSE
1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,FALSE
1927,1928,1,OUTSTANDING PICTURE,Fox,7th Heaven,FALSE
1927,1928,1,OUTSTANDING PICTURE,Paramount Famous Lasky,Wings,TRUE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Fox,Sunrise,TRUE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Metro-Goldwyn-Mayer,The Crowd,FALSE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Paramount Famous Lasky,Chang,FALSE
1927,1928,1,WRITING (Adaptation),Alfred Cohn,The Jazz Singer,FALSE
1927,1928,1,WRITING (Adaptation),Anthony Coldeway,Glorious Betsy,FALSE
1927,1928,1,WRITING (Adaptation),Benjamin Glazer,7th Heaven,TRUE
1927,1928,1,WRITING (Original Story),Lajos Biro,The Last Command,FALSE
1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,TRUE
1927,1928,1,WRITING (Title Writing),Gerald Duffy,The Private Life of Helen of Troy,FALSE
1927,1928,1,WRITING (Title Writing),Joseph Farnham,,TRUE
1927,1928,1,WRITING (Title Writing),"George Marion, Jr.",,FALSE
1927,1928,1,SPECIAL AWARD, Warner Bros.,,TRUE
1927,1928,1,SPECIAL AWARD, Charles Chaplin,,TRUE
1928,1929,2,ACTOR,George Bancroft,Thunderbolt,FALSE
1928,1929,2,ACTOR,Warner Baxter,In Old Arizona,TRUE
1928,1929,2,ACTOR,Chester Morris,Alibi,FALSE
1928,1929,2,ACTOR,Paul Muni,The Valiant,FALSE
1928,1929,2,ACTOR,Lewis Stone,The Patriot,FALSE
1928,1929,2,ACTRESS,Ruth Chatterton,Madame X,FALSE
1928,1929,2,ACTRESS,Betty Compson,The Barker,FALSE
1928,1929,2,ACTRESS,Jeanne Eagels,The Letter,FALSE
1928,1929,2,ACTRESS,Corinne Griffith,The Divine Lady,FALSE
1928,1929,2,ACTRESS,Bessie Love,The Broadway Melody,FALSE
1928,1929,2,ACTRESS,Mary Pickford,Coquette,TRUE
1928,1929,2,ART DIRECTION,Hans Dreier,The Patriot,FALSE
1928,1929,2,ART DIRECTION,Cedric Gibbons,The Bridge of San Luis Rey,TRUE
1928,1929,2,ART DIRECTION,Mitchell Leisen,Dynamite,FALSE
1928,1929,2,ART DIRECTION,William Cameron Menzies,Alibi;,FALSE
1928,1929,2,ART DIRECTION,Harry Oliver,Street Angel,FALSE
1928,1929,2,CINEMATOGRAPHY,George Barnes,Our Dancing Daughters,FALSE
1928,1929,2,CINEMATOGRAPHY,Clyde De Vinna,White Shadows in the South Seas,TRUE
1928,1929,2,CINEMATOGRAPHY,Arthur Edeson,In Old Arizona,FALSE
1928,1929,2,CINEMATOGRAPHY,Ernest Palmer,Four Devils;,FALSE
1928,1929,2,CINEMATOGRAPHY,John Seitz,The Divine Lady,FALSE
1928,1929,2,DIRECTING,Lionel Barrymore,Madame X,FALSE
1928,1929,2,DIRECTING,Harry Beaumont,The Broadway Melody,FALSE
1928,1929,2,DIRECTING,Irving Cummings,In Old Arizona,FALSE
1928,1929,2,DIRECTING,Frank Lloyd,The Divine Lady,TRUE
1928,1929,2,DIRECTING,Frank Lloyd,Drag;,FALSE
1928,1929,2,DIRECTING,Ernst Lubitsch,The Patriot,FALSE
1928,1929,2,OUTSTANDING PICTURE,Feature Productions,Alibi,FALSE
1928,1929,2,OUTSTANDING PICTURE,Fox,In Old Arizona,FALSE
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,The Broadway Melody,TRUE
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,Hollywood Revue,FALSE
1928,1929,2,OUTSTANDING PICTURE,Paramount Famous Lasky,The Patriot,FALSE
1928,1929,2,WRITING,Tom Barry,In Old Arizona;,FALSE
1928,1929,2,WRITING,Elliott Clawson,The Cop;,FALSE
1928,1929,2,WRITING,Hans Kraly,The Last of Mrs. Cheyney,FALSE
1928,1929,2,WRITING,Hans Kraly,The Patriot,TRUE
1928,1929,2,WRITING,Josephine Lovett,Our Dancing Daughters,FALSE
1928,1929,2,WRITING,Bess Meredyth,A Woman of Affairs;,FALSE
1929,1930,3,ACTOR,George Arliss,Disraeli,TRUE
1929,1930,3,ACTOR,George Arliss,The Green Goddess,FALSE
1929,1930,3,ACTOR,Wallace Beery,The Big House,FALSE
1929,1930,3,ACTOR,Maurice Chevalier,The Big Pond,FALSE
1929,1930,3,ACTOR,Ronald Colman,Bulldog Drummond,FALSE
1929,1930,3,ACTOR,Lawrence Tibbett,The Rogue Song,FALSE
1929,1930,3,ACTRESS,Nancy Carroll,The Devil's Holiday,FALSE
1929,1930,3,ACTRESS,Ruth Chatterton,Sarah and Son,FALSE
1929,1930,3,ACTRESS,Greta Garbo,Anna Christie,FALSE
1929,1930,3,ACTRESS,Norma Shearer,The Divorcee,TRUE
1929,1930,3,ACTRESS,Norma Shearer,Their Own Desire,FALSE
1929,1930,3,ACTRESS,Gloria Swanson,The Trespasser,FALSE
1929,1930,3,ART DIRECTION,Bulldog Drummond,Bulldog Drummond,FALSE
1929,1930,3,ART DIRECTION,King of Jazz,King of Jazz,TRUE
1929,1930,3,ART DIRECTION,The Love Parade,The Love Parade,FALSE
1929,1930,3,ART DIRECTION,Sally,Sally,FALSE
1929,1930,3,ART DIRECTION,The Vagabond King,The Vagabond King,FALSE
1929,1930,3,CINEMATOGRAPHY,All Quiet on the Western Front,All Quiet on the Western Front,FALSE
1929,1930,3,CINEMATOGRAPHY,Anna Christie,Anna Christie,FALSE
1929,1930,3,CINEMATOGRAPHY,Hell's Angels,Hell's Angels,FALSE
1929,1930,3,CINEMATOGRAPHY,The Love Parade,The Love Parade,FALSE
1929,1930,3,CINEMATOGRAPHY,With Byrd at the South Pole,With Byrd at the South Pole,TRUE
1929,1930,3,DIRECTING,Clarence Brown,Anna Christie;,FALSE
1929,1930,3,DIRECTING,Robert Leonard,The Divorcee,FALSE
1929,1930,3,DIRECTING,Ernst Lubitsch,The Love Parade,FALSE
1929,1930,3,DIRECTING,Lewis Milestone,All Quiet on the Western Front,TRUE
1929,1930,3,DIRECTING,King Vidor,Hallelujah,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,All Quiet on the Western Front,All Quiet on the Western Front,TRUE
1929,1930,3,OUTSTANDING PRODUCTION,The Big House,The Big House,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,Disraeli,Disraeli,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,The Divorcee,The Divorcee,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,The Love Parade,The Love Parade,FALSE
1929,1930,3,SOUND RECORDING,The Big House,The Big House,TRUE
1929,1930,3,SOUND RECORDING,The Case of Sergeant Grischa,The Case of Sergeant Grischa,FALSE
1929,1930,3,SOUND RECORDING,The Love Parade,The Love Parade,FALSE
1929,1930,3,SOUND RECORDING,Raffles,Raffles,FALSE
1929,1930,3,SOUND RECORDING,Song of the Flame,Song of the Flame,FALSE
1929,1930,3,WRITING,All Quiet on the Western Front,All Quiet on the Western Front,FALSE
1929,1930,3,WRITING,The Big House,The Big House,TRUE
1929,1930,3,WRITING,Disraeli,Disraeli,FALSE
1929,1930,3,WRITING,The Divorcee,The Divorcee,FALSE
1929,1930,3,WRITING,Street of Chance,Street of Chance,FALSE
1930,1931,4,ACTOR,Lionel Barrymore,A Free Soul,TRUE
1930,1931,4,ACTOR,Jackie Cooper,Skippy,FALSE
1930,1931,4,ACTOR,Richard Dix,Cimarron,FALSE
1930,1931,4,ACTOR,Fredric March,The Royal Family of Broadway,FALSE
1930,1931,4,ACTOR,Adolphe Menjou,The Front Page,FALSE
1930,1931,4,ACTRESS,Marlene Dietrich,Morocco,FALSE
1930,1931,4,ACTRESS,Marie Dressler,Min and Bill,TRUE
1930,1931,4,ACTRESS,Irene Dunne,Cimarron,FALSE
1930,1931,4,ACTRESS,Ann Harding,Holiday,FALSE
1930,1931,4,ACTRESS,Norma Shearer,A Free Soul,FALSE
1930,1931,4,ART DIRECTION,Cimarron,Cimarron,TRUE
1930,1931,4,ART DIRECTION,Just Imagine,Just Imagine,FALSE
1930,1931,4,ART DIRECTION,Morocco,Morocco,FALSE
1930,1931,4,ART DIRECTION,Svengali,Svengali,FALSE
1930,1931,4,ART DIRECTION,Whoopee!,Whoopee!,FALSE
1930,1931,4,CINEMATOGRAPHY,Cimarron,Cimarron,FALSE
1930,1931,4,CINEMATOGRAPHY,Morocco,Morocco,FALSE
1930,1931,4,CINEMATOGRAPHY,The Right to Love,The Right to Love,FALSE
1930,1931,4,CINEMATOGRAPHY,Svengali,Svengali,FALSE
1930,1931,4,CINEMATOGRAPHY,Tabu,Tabu,TRUE
1930,1931,4,DIRECTING,Cimarron,Cimarron,FALSE
1930,1931,4,DIRECTING,A Free Soul,A Free Soul,FALSE
1930,1931,4,DIRECTING,The Front Page,The Front Page,FALSE
1930,1931,4,DIRECTING,Morocco,Morocco,FALSE
1930,1931,4,DIRECTING,Skippy,Skippy,TRUE
1930,1931,4,OUTSTANDING PRODUCTION,Cimarron,Cimarron,TRUE
1930,1931,4,OUTSTANDING PRODUCTION,East Lynne,East Lynne,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,The Front Page,The Front Page,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,Skippy,Skippy,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,Trader Horn,Trader Horn,FALSE
1930,1931,4,SOUND RECORDING,Samuel Goldwyn - United Artists Studio Sound Department,,FALSE
1930,1931,4,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,FALSE
1930,1931,4,SOUND RECORDING,Paramount Publix Studio Sound Department,,TRUE
1930,1931,4,SOUND RECORDING,RKO Radio Studio Sound Department,,FALSE
1930,1931,4,WRITING (Adaptation),Cimarron,Cimarron,TRUE
1930,1931,4,WRITING (Adaptation),The Criminal Code,The Criminal Code,FALSE
1930,1931,4,WRITING (Adaptation),Holiday,Holiday,FALSE
1930,1931,4,WRITING (Adaptation),Little Caesar,Little Caesar,FALSE
1930,1931,4,WRITING (Adaptation),Skippy,Skippy,FALSE
1930,1931,4,WRITING (Original Story),The Dawn Patrol,The Dawn Patrol,TRUE
1930,1931,4,WRITING (Original Story),The Doorway to Hell,The Doorway to Hell,FALSE
1930,1931,4,WRITING (Original Story),Laughter,Laughter,FALSE
1930,1931,4,WRITING (Original Story),The Public Enemy,The Public Enemy,FALSE
1930,1931,4,WRITING (Original Story),Smart Money,Smart Money,FALSE
1931,1932,5,ACTOR,Wallace Beery,The Champ,TRUE
1931,1932,5,ACTOR,Alfred Lunt,The Guardsman,FALSE
1931,1932,5,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,TRUE
1931,1932,5,ACTRESS,Marie Dressler,Emma,FALSE
1931,1932,5,ACTRESS,Lynn Fontanne,The Guardsman,FALSE
1931,1932,5,ACTRESS,Helen Hayes,The Sin of Madelon Claudet,TRUE
1931,1932,5,ART DIRECTION,À Nous la Liberté,À Nous la Liberté,FALSE
1931,1932,5,ART DIRECTION,Arrowsmith,Arrowsmith,FALSE
1931,1932,5,ART DIRECTION,Transatlantic,Transatlantic,TRUE
1931,1932,5,CINEMATOGRAPHY,Arrowsmith,Arrowsmith,FALSE
1931,1932,5,CINEMATOGRAPHY,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,FALSE
1931,1932,5,CINEMATOGRAPHY,Shanghai Express,Shanghai Express,TRUE
1931,1932,5,DIRECTING,Bad Girl,Bad Girl,TRUE
1931,1932,5,DIRECTING,The Champ,The Champ,FALSE
1931,1932,5,DIRECTING,Shanghai Express,Shanghai Express,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Arrowsmith,Arrowsmith,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Bad Girl,Bad Girl,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,The Champ,The Champ,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Five Star Final,Five Star Final,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Grand Hotel,Grand Hotel,TRUE
1931,1932,5,OUTSTANDING PRODUCTION,One Hour with You,One Hour with You,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Shanghai Express,Shanghai Express,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,The Smiling Lieutenant,The Smiling Lieutenant,FALSE
1931,1932,5,SHORT SUBJECT (Cartoon),Flowers and Trees,Flowers and Trees,TRUE
1931,1932,5,SHORT SUBJECT (Cartoon),It's Got Me Again,It's Got Me Again,FALSE
1931,1932,5,SHORT SUBJECT (Cartoon),Mickey's Orphans,Mickey's Orphans,FALSE
1931,1932,5,SHORT SUBJECT (Comedy),The Loud Mouth,The Loud Mouth,FALSE
1931,1932,5,SHORT SUBJECT (Comedy),The Music Box,The Music Box,TRUE
1931,1932,5,SHORT SUBJECT (Comedy),Scratch-As-Catch-Can,Scratch-As-Catch-Can,FALSE
1931,1932,5,SHORT SUBJECT (Comedy),Stout Hearts and Willing Hands,Stout Hearts and Willing Hands,FALSE
1931,1932,5,SHORT SUBJECT (Novelty),Screen Souvenirs,Screen Souvenirs,FALSE
1931,1932,5,SHORT SUBJECT (Novelty),Swing High,Swing High,FALSE
1931,1932,5,SHORT SUBJECT (Novelty),Wrestling Swordfish,Wrestling Swordfish,TRUE
1931,1932,5,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,FALSE
1931,1932,5,SOUND RECORDING,Paramount Publix Studio Sound Department,,TRUE
1931,1932,5,SOUND RECORDING,RKO Radio Studio Sound Department,,FALSE
1931,1932,5,SOUND RECORDING,Warner Bros.-First National Studio Sound Department,,FALSE
1931,1932,5,WRITING (Adaptation),Arrowsmith,Arrowsmith,FALSE
1931,1932,5,WRITING (Adaptation),Bad Girl,Bad Girl,TRUE
1931,1932,5,WRITING (Adaptation),Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,FALSE
1931,1932,5,WRITING (Original Story),The Champ,The Champ,TRUE
1931,1932,5,WRITING (Original Story),Lady and Gent,Lady and Gent,FALSE
1931,1932,5,WRITING (Original Story),The Star Witness,The Star Witness,FALSE
1931,1932,5,WRITING (Original Story),What Price Hollywood?,What Price Hollywood?,FALSE
1931,1932,5,SPECIAL AWARD," Walt Disney for the creation of ""Mickey Mouse.""",,TRUE
1932,1933,6,ACTOR,Leslie Howard,Berkeley Square,FALSE
1932,1933,6,ACTOR,Charles Laughton,The Private Life of Henry VIII,TRUE
1932,1933,6,ACTOR,Paul Muni,I Am a Fugitive from a Chain Gang,FALSE
1932,1933,6,ACTRESS,Katharine Hepburn,Morning Glory,TRUE
1932,1933,6,ACTRESS,May Robson,Lady for a Day,FALSE
1932,1933,6,ACTRESS,Diana Wynyard,Cavalcade,FALSE
1932,1933,6,ART DIRECTION,Cavalcade,Cavalcade,TRUE
1932,1933,6,ART DIRECTION,A Farewell to Arms,A Farewell to Arms,FALSE
1932,1933,6,ART DIRECTION,When Ladies Meet,When Ladies Meet,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Percy Ikerd (Fox),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,William Tummel (Fox),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Charles Dorian (Metro-Goldwyn-Mayer),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Bunny Dull (Metro-Goldwyn-Mayer),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,John S. Waters (Metro-Goldwyn-Mayer),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Charles Barton (Paramount),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Sidney S. Brod (Paramount),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Arthur Jacobson (Paramount),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Eddie Killey (RKO Radio),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Dewey Starkey (RKO Radio),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Fred Fox (United Artists),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Benjamin Silvey (United Artists),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Scott Beal (Universal),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Joe McDonough (Universal),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,W. J. Reiter (Universal),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Al Alborn (Warner Bros.),,FALSE
1932,1933,6,ASSISTANT DIRECTOR,Gordon Hollingshead (Warner Bros.),,TRUE
1932,1933,6,ASSISTANT DIRECTOR,Frank X. Shaw (Warner Bros.),,FALSE
1932,1933,6,CINEMATOGRAPHY,A Farewell to Arms,A Farewell to Arms,TRUE
1932,1933,6,CINEMATOGRAPHY,Reunion in Vienna,Reunion in Vienna,FALSE
1932,1933,6,CINEMATOGRAPHY,The Sign of the Cross,The Sign of the Cross,FALSE
1932,1933,6,DIRECTING,Cavalcade,Cavalcade,TRUE
1932,1933,6,DIRECTING,Lady for a Day,Lady for a Day,FALSE
1932,1933,6,DIRECTING,Little Women,Little Women,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Cavalcade,Cavalcade,TRUE
1932,1933,6,OUTSTANDING PRODUCTION,A Farewell to Arms,A Farewell to Arms,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,42nd Street,42nd Street,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Lady for a Day,Lady for a Day,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Little Women,Little Women,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,The Private Life of Henry VIII,The Private Life of Henry VIII,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,She Done Him Wrong,She Done Him Wrong,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Smilin' Through,Smilin' Through,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,State Fair,State Fair,FALSE
1932,1933,6,SHORT SUBJECT (Cartoon),Building a Building,Building a Building,FALSE
1932,1933,6,SHORT SUBJECT (Cartoon),The Merry Old Soul,The Merry Old Soul,FALSE
1932,1933,6,SHORT SUBJECT (Cartoon),The Three Little Pigs,The Three Little Pigs,TRUE
1932,1933,6,SHORT SUBJECT (Comedy),Mister Mugg,Mister Mugg,FALSE
1932,1933,6,SHORT SUBJECT (Comedy),A Preferred List,A Preferred List,FALSE
1932,1933,6,SHORT SUBJECT (Comedy),So This Is Harris,So This Is Harris,TRUE
1932,1933,6,SHORT SUBJECT (Novelty),Krakatoa,Krakatoa,TRUE
1932,1933,6,SHORT SUBJECT (Novelty),Menu,Menu,FALSE
1932,1933,6,SHORT SUBJECT (Novelty),The Sea,The Sea,FALSE
1932,1933,6,SOUND RECORDING,A Farewell to Arms,A Farewell to Arms,TRUE
1932,1933,6,SOUND RECORDING,42nd Street,42nd Street,FALSE
1932,1933,6,SOUND RECORDING,Gold Diggers of 1933,Gold Diggers of 1933,FALSE
1932,1933,6,SOUND RECORDING,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,FALSE
1932,1933,6,WRITING (Adaptation),Lady for a Day,Lady for a Day,FALSE
1932,1933,6,WRITING (Adaptation),Little Women,Little Women,TRUE
1932,1933,6,WRITING (Adaptation),State Fair,State Fair,FALSE
1932,1933,6,WRITING (Original Story),One Way Passage,One Way Passage,TRUE
1932,1933,6,WRITING (Original Story),The Prizefighter and the Lady,The Prizefighter and the Lady,FALSE
1932,1933,6,WRITING (Original Story),Rasputin and the Empress,Rasputin and the Empress,FALSE
1934,1935,7,ACTOR,Clark Gable,It Happened One Night,TRUE
1934,1935,7,ACTOR,Frank Morgan,The Affairs of Cellini,FALSE
1934,1935,7,ACTOR,William Powell,The Thin Man,FALSE
1934,1935,7,ACTRESS,Claudette Colbert,It Happened One Night,TRUE
1934,1935,7,ACTRESS,Bette Davis,Of Human Bondage,FALSE
1934,1935,7,ACTRESS,Grace Moore,One Night of Love,FALSE
1934,1935,7,ACTRESS,Norma Shearer,The Barretts of Wimpole Street,FALSE
1934,1935,7,ART DIRECTION,The Affairs of Cellini,The Affairs of Cellini,FALSE
1934,1935,7,ART DIRECTION,The Gay Divorcee,The Gay Divorcee,FALSE
1934,1935,7,ART DIRECTION,The Merry Widow,The Merry Widow,TRUE
1934,1935,7,ASSISTANT DIRECTOR,Cleopatra,Cleopatra,FALSE
1934,1935,7,ASSISTANT DIRECTOR,Imitation of Life,Imitation of Life,FALSE
1934,1935,7,ASSISTANT DIRECTOR,Viva Villa!,Viva Villa!,TRUE
1934,1935,7,CINEMATOGRAPHY,The Affairs of Cellini,The Affairs of Cellini,FALSE
1934,1935,7,CINEMATOGRAPHY,Cleopatra,Cleopatra,TRUE
1934,1935,7,CINEMATOGRAPHY,Operator 13,Operator 13,FALSE
1934,1935,7,DIRECTING,It Happened One Night,It Happened One Night,TRUE
1934,1935,7,DIRECTING,One Night of Love,One Night of Love,FALSE
1934,1935,7,DIRECTING,The Thin Man,The Thin Man,FALSE
1934,1935,7,FILM EDITING,Cleopatra,Cleopatra,FALSE
1934,1935,7,FILM EDITING,Eskimo,Eskimo,TRUE
1934,1935,7,FILM EDITING,One Night of Love,One Night of Love,FALSE
1934,1935,7,MUSIC (Scoring),The Gay Divorcee,The Gay Divorcee,FALSE
1934,1935,7,MUSIC (Scoring),The Lost Patrol,The Lost Patrol,FALSE
1934,1935,7,MUSIC (Scoring),One Night of Love,One Night of Love,TRUE
1934,1935,7,MUSIC (Song),Flying Down to Rio,Flying Down to Rio,FALSE
1934,1935,7,MUSIC (Song),The Gay Divorcee,The Gay Divorcee,TRUE
1934,1935,7,MUSIC (Song),She Loves Me Not,She Loves Me Not,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,The Barretts of Wimpole Street,The Barretts of Wimpole Street,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Cleopatra,Cleopatra,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Flirtation Walk,Flirtation Walk,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,The Gay Divorcee,The Gay Divorcee,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Here Comes the Navy,Here Comes the Navy,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,The House of Rothschild,The House of Rothschild,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Imitation of Life,Imitation of Life,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,It Happened One Night,It Happened One Night,TRUE
1934,1935,7,OUTSTANDING PRODUCTION,One Night of Love,One Night of Love,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,The Thin Man,The Thin Man,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Viva Villa!,Viva Villa!,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,The White Parade,The White Parade,FALSE
1934,1935,7,SHORT SUBJECT (Cartoon),Holiday Land,Holiday Land,FALSE
1934,1935,7,SHORT SUBJECT (Cartoon),Jolly Little Elves,Jolly Little Elves,FALSE
1934,1935,7,SHORT SUBJECT (Cartoon),The Tortoise and the Hare,The Tortoise and the Hare,TRUE
1934,1935,7,SHORT SUBJECT (Comedy),La Cucaracha,La Cucaracha,TRUE
1934,1935,7,SHORT SUBJECT (Comedy),Men in Black,Men in Black,FALSE
1934,1935,7,SHORT SUBJECT (Comedy),"What, No Men!","What, No Men!",FALSE
1934,1935,7,SHORT SUBJECT (Novelty),Bosom Friends,Bosom Friends,FALSE
1934,1935,7,SHORT SUBJECT (Novelty),City of Wax,City of Wax,TRUE
1934,1935,7,SHORT SUBJECT (Novelty),Strikes and Spares,Strikes and Spares,FALSE
1934,1935,7,SOUND RECORDING,The Affairs of Cellini,The Affairs of Cellini,FALSE
1934,1935,7,SOUND RECORDING,Cleopatra,Cleopatra,FALSE
1934,1935,7,SOUND RECORDING,Flirtation Walk,Flirtation Walk,FALSE
1934,1935,7,SOUND RECORDING,The Gay Divorcee,The Gay Divorcee,FALSE
1934,1935,7,SOUND RECORDING,Imitation of Life,Imitation of Life,FALSE
1934,1935,7,SOUND RECORDING,One Night of Love,One Night of Love,TRUE
1934,1935,7,SOUND RECORDING,Viva Villa!,Viva Villa!,FALSE
1934,1935,7,SOUND RECORDING,The White Parade,The White Parade,FALSE
1934,1935,7,WRITING (Adaptation),It Happened One Night,It Happened One Night,TRUE
1934,1935,7,WRITING (Adaptation),The Thin Man,The Thin Man,FALSE
1934,1935,7,WRITING (Adaptation),Viva Villa!,Viva Villa!,FALSE
1934,1935,7,WRITING (Original Story),Hide-Out,Hide-Out,FALSE
1934,1935,7,WRITING (Original Story),Manhattan Melodrama,Manhattan Melodrama,TRUE
1934,1935,7,WRITING (Original Story),The Richest Girl in the World,The Richest Girl in the World,FALSE
1934,1935,7,SPECIAL AWARD, Shirley Temple,,TRUE
1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,FALSE
1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,FALSE
1935,1936,8,ACTOR,Victor McLaglen,The Informer,TRUE
1935,1936,8,ACTOR,Paul Muni,Black Fury,FALSE
1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,FALSE
1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,FALSE
1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,FALSE
1935,1936,8,ACTRESS,Bette Davis,Dangerous,TRUE
1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,FALSE
1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,FALSE
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,FALSE
1935,1936,8,ART DIRECTION,The Dark Angel,The Dark Angel,TRUE
1935,1936,8,ART DIRECTION,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer,FALSE
1935,1936,8,ART DIRECTION,Top Hat,Top Hat,FALSE
1935,1936,8,ASSISTANT DIRECTOR,David Copperfield,David Copperfield,FALSE
1935,1936,8,ASSISTANT DIRECTOR,Les Miserables,Les Miserables,FALSE
1935,1936,8,ASSISTANT DIRECTOR,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer,TRUE
